0.100 	 2.000 	 0.000 	 0.000	 0.667	 
0.600 	 1.999 	 0.002 	 0.059	 0.667	 
1.100 	 1.808 	 12.291 	 0.435	 0.665	 
1.600 	 0.118 	 23.095 	 1.387	 -0.221	 
