0.100 	 2.000 	 0.000 	 0.000	 0.667	 
0.600 	 1.999 	 0.002 	 0.061	 0.667	 
1.100 	 1.963 	 0.134 	 0.399	 0.666	 
1.600 	 0.378 	 3.917 	 0.807	 -0.071	 
