0.100 	 2.000 	 0.000 	 0.000	 0.667	 
0.600 	 1.999 	 0.002 	 0.057	 0.667	 
1.100 	 1.825 	 135.709 	 0.459	 0.665	 
1.600 	 0.068 	 171.928 	 1.490	 -3.386	 
