0.100 	 2.000 	 0.000 	 0.000	 0.667	 
0.600 	 1.999 	 0.002 	 0.064	 0.667	 
1.100 	 1.882 	 2.505 	 0.408	 0.665	 
1.600 	 0.209 	 9.660 	 1.017	 -0.023	 
